417,0.0026,0.0029,0.0047,0.0034,0.0036,0.029,0.0036,0.0496,0.0047,0.0645,0.0384,0.0047
420,0.0026,0.0029,0.0049,0.0034,0.0037,0.0313,0.0036,0.0524,0.0049,0.0679,0.0409,0.0049
423,0.0026,0.0029,0.0051,0.0035,0.0037,0.0336,0.0037,0.0553,0.005,0.0715,0.0436,0.0051
426,0.0027,0.003,0.0053,0.0035,0.0038,0.0361,0.0038,0.0584,0.0053,0.0752,0.0464,0.0053
429,0.0027,0.003,0.0056,0.0036,0.0039,0.0387,0.0038,0.0615,0.0055,0.079,0.0493,0.0056
432,0.0027,0.0031,0.0059,0.0036,0.004,0.0415,0.0039,0.0647,0.0058,0.0829,0.0524,0.0059
435,0.0027,0.0031,0.0062,0.0037,0.004,0.0443,0.004,0.0681,0.0061,0.0869,0.0555,0.0062
438,0.0028,0.0031,0.0066,0.0038,0.0041,0.0474,0.004,0.0715,0.0065,0.0911,0.0588,0.0066
441,0.0028,0.0032,0.007,0.0038,0.0042,0.0506,0.0041,0.0751,0.0069,0.0954,0.0623,0.007
444,0.0028,0.0032,0.0075,0.0039,0.0043,0.0539,0.0042,0.0788,0.0074,0.0999,0.0659,0.0075
447,0.0029,0.0033,0.008,0.004,0.0043,0.0575,0.0042,0.0826,0.008,0.1044,0.0696,0.008
450,0.0029,0.0033,0.0086,0.004,0.0044,0.0611,0.0043,0.0866,0.0086,0.1091,0.0734,0.0086
453,0.0029,0.0034,0.0092,0.0041,0.0045,0.065,0.0044,0.0906,0.0093,0.114,0.0774,0.0092
456,0.003,0.0034,0.0099,0.0041,0.0046,0.069,0.0045,0.0948,0.01,0.1189,0.0816,0.0099
459,0.003,0.0035,0.0107,0.0042,0.0047,0.0731,0.0045,0.0991,0.0109,0.1241,0.0858,0.0107
462,0.003,0.0035,0.0115,0.0043,0.0048,0.0775,0.0046,0.1035,0.0118,0.1293,0.0903,0.0115
465,0.0031,0.0036,0.0125,0.0044,0.005,0.082,0.0047,0.1081,0.0129,0.1347,0.0949,0.0125
468,0.0031,0.0036,0.0135,0.0044,0.0051,0.0867,0.0048,0.1128,0.014,0.1402,0.0996,0.0135
471,0.0031,0.0037,0.0146,0.0045,0.0053,0.0916,0.0049,0.1176,0.0153,0.1459,0.1045,0.0146
474,0.0032,0.0037,0.0158,0.0046,0.0055,0.0967,0.0049,0.1226,0.0166,0.1517,0.1095,0.0158
477,0.0032,0.0038,0.017,0.0046,0.0057,0.102,0.0051,0.1277,0.0181,0.1577,0.1147,0.017
480,0.0032,0.0038,0.0184,0.0047,0.006,0.1075,0.0052,0.1329,0.0197,0.1638,0.1201,0.0184
483,0.0033,0.0039,0.0199,0.0048,0.0062,0.1131,0.0053,0.1383,0.0214,0.1701,0.1257,0.0199
486,0.0033,0.0039,0.0215,0.0049,0.0066,0.119,0.0055,0.1438,0.0232,0.1765,0.1314,0.0215
489,0.0033,0.004,0.0232,0.005,0.0069,0.1251,0.0056,0.1494,0.0252,0.1831,0.1372,0.0232
492,0.0034,0.004,0.025,0.0052,0.0074,0.1314,0.0058,0.1552,0.0274,0.1898,0.1433,0.025
495,0.0034,0.0041,0.027,0.0053,0.0078,0.1379,0.0061,0.1611,0.0296,0.1967,0.1495,0.027
498,0.0034,0.0042,0.029,0.0055,0.0083,0.1446,0.0063,0.1672,0.0321,0.2037,0.1559,0.029
501,0.0035,0.0042,0.0312,0.0057,0.0089,0.1516,0.0067,0.1734,0.0347,0.2109,0.1624,0.0312
504,0.0035,0.0043,0.0335,0.006,0.0096,0.1587,0.007,0.1797,0.0374,0.2182,0.1692,0.0335
507,0.0036,0.0043,0.036,0.0063,0.0102,0.1661,0.0074,0.1862,0.0404,0.2257,0.1761,0.036
510,0.0036,0.0044,0.0386,0.0066,0.011,0.1738,0.0079,0.1929,0.0435,0.2334,0.1832,0.0386
513,0.0036,0.0045,0.0413,0.007,0.0118,0.1816,0.0084,0.1997,0.0468,0.2412,0.1905,0.0413
516,0.0037,0.0045,0.0442,0.0074,0.0128,0.1897,0.0089,0.2066,0.0502,0.2492,0.198,0.0442
519,0.0037,0.0046,0.0473,0.0079,0.0137,0.198,0.0096,0.2138,0.0539,0.2574,0.2056,0.0473
522,0.0038,0.0047,0.0505,0.0084,0.0148,0.2066,0.0103,0.221,0.0578,0.2657,0.2135,0.0505
525,0.0038,0.0048,0.0538,0.0091,0.016,0.2154,0.011,0.2284,0.0619,0.2742,0.2215,0.0538
528,0.0038,0.0048,0.0573,0.0097,0.0172,0.2245,0.0119,0.236,0.0662,0.2828,0.2298,0.0573
531,0.0039,0.0049,0.061,0.0105,0.0186,0.2338,0.0128,0.2438,0.0707,0.2917,0.2382,0.061
534,0.0039,0.005,0.0649,0.0114,0.02,0.2434,0.0138,0.2516,0.0754,0.3007,0.2468,0.0649
537,0.004,0.005,0.069,0.0123,0.0215,0.2533,0.0149,0.2597,0.0804,0.3098,0.2557,0.069
540,0.004,0.0051,0.0732,0.0133,0.0232,0.2634,0.0162,0.2679,0.0856,0.3192,0.2647,0.0732
543,0.0041,0.0052,0.0776,0.0144,0.0249,0.2737,0.0175,0.2763,0.091,0.3287,0.2739,0.0776
546,0.0041,0.0053,0.0822,0.0156,0.0268,0.2844,0.0189,0.2848,0.0967,0.3384,0.2834,0.0822
549,0.0041,0.0054,0.087,0.017,0.0288,0.2953,0.0204,0.2936,0.1027,0.3483,0.293,0.087
552,0.0042,0.0055,0.092,0.0184,0.0309,0.3065,0.0221,0.3024,0.1089,0.3583,0.3029,0.092
555,0.0042,0.0057,0.0973,0.02,0.0331,0.3179,0.0239,0.3115,0.1153,0.3686,0.313,0.0973
558,0.0043,0.0059,0.1027,0.0216,0.0354,0.3297,0.0258,0.3207,0.1221,0.379,0.3233,0.1027
561,0.0043,0.0061,0.1083,0.0234,0.0379,0.3417,0.0278,0.3301,0.1291,0.3896,0.3338,0.1083
564,0.0044,0.0064,0.1142,0.0254,0.0405,0.3541,0.03,0.3396,0.1364,0.4004,0.3445,0.1142
567,0.0044,0.0067,0.1203,0.0274,0.0433,0.3667,0.0323,0.3494,0.144,0.4113,0.3554,0.1203
570,0.0045,0.0071,0.1266,0.0297,0.0462,0.3796,0.0348,0.3593,0.1519,0.4225,0.3666,0.1266
573,0.0045,0.0076,0.1331,0.032,0.0493,0.3928,0.0375,0.3694,0.1601,0.4338,0.378,0.1331
576,0.0046,0.0081,0.1399,0.0346,0.0525,0.4063,0.0403,0.3796,0.1685,0.4453,0.3896,0.1399
579,0.0046,0.0088,0.1469,0.0373,0.0558,0.4201,0.0432,0.3901,0.1774,0.4571,0.4014,0.1469
582,0.0047,0.0095,0.1541,0.0401,0.0594,0.4343,0.0464,0.4007,0.1865,0.469,0.4135,0.1541
585,0.0047,0.0104,0.1616,0.0431,0.063,0.4487,0.0497,0.4115,0.1959,0.4811,0.4258,0.1616
588,0.0048,0.0113,0.1694,0.0464,0.0669,0.4635,0.0532,0.4225,0.2057,0.4933,0.4383,0.1694
591,0.0049,0.0124,0.1774,0.0497,0.0709,0.4785,0.0569,0.4336,0.2158,0.5058,0.4511,0.1774
594,0.0049,0.0137,0.1857,0.0533,0.0751,0.4939,0.0608,0.445,0.2263,0.5185,0.4641,0.1857
597,0.005,0.015,0.1942,0.0571,0.0795,0.5096,0.0649,0.4565,0.2371,0.5314,0.4773,0.1942
600,0.005,0.0166,0.203,0.0611,0.0841,0.5257,0.0692,0.4682,0.2483,0.5445,0.4908,0.203
603,0.0051,0.0183,0.2121,0.0653,0.0889,0.5421,0.0737,0.4801,0.2598,0.5577,0.5045,0.2121
606,0.0051,0.0202,0.2215,0.0697,0.0938,0.5588,0.0785,0.4922,0.2718,0.5712,0.5185,0.2215
609,0.0052,0.0223,0.2311,0.0743,0.099,,0.0834,0.5045,0.284,0.5849,0.5327,0.2311
612,0.0053,0.0247,0.241,0.0792,0.1043,,0.0886,0.517,0.2967,0.5987,0.5472,0.241
615,0.0053,0.0272,0.2513,0.0843,0.1099,,0.0941,0.5297,0.3098,0.6128,0.5619,0.2513
618,0.0054,0.03,0.2618,0.0896,0.1157,,0.0998,0.5425,0.3232,0.6271,0.5768,0.2618
621,0.0054,0.033,0.2726,0.0952,0.1217,,0.1057,0.5556,0.337,0.6416,0.592,0.2726
624,0.0055,0.0364,0.2838,0.101,0.1279,,0.1119,0.5688,0.3513,,0.6075,0.2838
627,0.0056,0.0399,0.2952,0.1071,0.1343,,0.1184,0.5823,0.366,,0.6232,0.2952
